,나이,성별,직장,수면어려움정도,워치유저,워치착용슬립,어플사용유무,어플명,어플사용이유,잠필요시기,해결법,잠필요시기1,해결법1,어플-슬립사이클,어플-필로우,어플-오토슬립,어플-슬립지,어플-슬립워치,어플-스노어랩,어플-슬립모니터,어플-SaA,어플-삼성,어플-워치,어플-애플,어플-샤오미,어플-calm,어플-Asmr,어플-유튜브,어플-기타,연령대,이유-알람,이유-수면 모니터링,이유-수면 분석 리포트,이유-수면 유도,"이유-코골이, 이갈이 등 녹음"
299,26,여성,학생,7,0,0,0,NO,NO,,,시험기간,핸드폰을 더 보거나 수면유도 음악을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
300,25,남성,프리랜서,7,1,1,1,오토슬립,"알람, 수면 모니터링, 수면 분석 리포트",늦게 잠을 잘때,유튜브시청,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
301,23,여성,학생,6,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",스트레스 받을 때,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
302,23,남성,학생,8,0,0,0,NO,NO,,,매일매일 잠을 꾸준히 자야하는 편입니다,그냥 무작정 누워있습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
303,25,남성,학생,2,0,0,0,NO,NO,,,언제나요...,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
304,25,여성,학생,7,0,0,0,NO,NO,,,일 밀렸을때 짧고 굵은 수면을 위함,유투브에서 asmr 틀어두고 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
305,24,남성,학생,4,0,0,0,NO,NO,,,평소,그냥 눈감고있는데,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
306,33,남성,직장인,8,1,1,1,삼성 헬스,수면 모니터링,매일 밤,술을 마신다,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30대,0,1,0,0,0
307,25,여성,직장인,8,1,0,0,NO,NO,,,자격증 시험 전/ 월요일 출근 전 ..,밤을 새고 간다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
308,21,남성,학생,9,1,1,1,갤럭시 헬스 내장,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,"ASMR 청취,안대사용",,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,1,1,0,1
309,53,남성,직장인,7,1,0,0,NO,NO,,,매일밤,특별한 방법 없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
310,22,여성,학생,10,0,0,0,NO,NO,,,시험 전 날,계속 눈감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
311,25,여성,학생,8,1,0,1,오토슬립,"수면 모니터링, 수면 분석 리포트, 수면 유도",시험기간,핸드폰하기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,1,0
312,21,여성,취준생,8,0,0,0,NO,NO,,,자기소개서 준비할때,잔잔한 음악을 듣거나 따뜻한 차 한잔 먹고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
313,24,여성,학생,7,1,1,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",밤 늦게 운동하고 온 직후 또는 그날 밤 수면,유튜브 수면 유도 영상을 틀어둡니당,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,1
314,53,여성,기타,1,0,0,0,NO,NO,,,늦은밤 일끝나고 저녁에 샤워하고 정신이 나서 잠못이루때,무작정 빨리자야한다고 생각한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
315,22,남성,학생,3,0,0,0,NO,NO,,,시험기간에 잠을 줄여서 공부할때,유튜브로 힐링영상을 보고 잔다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
316,23,남성,학생,6,1,1,0,NO,NO,,,평상시,그냥 눈 감고 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
317,22,남성,기타,4,0,0,0,NO,NO,,,야간 근무 서기 전날,머리를 비우려고 노력합니다. 생각이 뻗어나가는걸 막고 아무생각 안하기 위해 노력하다보면 어느새 잠에 들때가 많습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
318,34,남성,직장인,8,0,0,0,NO,NO,,,출근전날,방법이 없어요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
319,23,여성,학생,6,0,0,1,슬립사이클,"알람, 수면 모니터링",시험 기간,안대,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
320,19,여성,학생,7,0,0,0,NO,NO,,,시험이 끝나고 수면패턴을 다시 맞춰야할때,다시 잠이 올 때까지 기다려요!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
321,24,여성,직장인,7,1,0,1,필로우,알람,매일,커피,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
322,26,여성,사업가,7,1,0,0,NO,NO,,,퇴근 후,유튜브를 틀어놓고 잠에 들때까지 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
323,40,여성,주부,5,1,1,0,NO,NO,,,일하러가기 전날,핸드폰하다가 잠듬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40대,0,0,0,0,0
324,25,여성,시험 준비생,8,1,1,0,NO,NO,,,시험준비를 위해 규칙적인 수면패턴의 필요성을 느낌=일상,억지로 노력하지 않고 휴대폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
325,22,여성,학생,3,0,0,0,NO,NO,,,주말,눈을 감고 노래를 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
326,22,여성,학생,2,0,0,1,"슬립사이클도 썼고, calm이라는 명상 어플로 수면유도명상 애용해요!",수면 분석 리포트,바쁠 때??,정신력으로 버텨요..,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20대,0,0,1,0,0
327,50,여성,주부,5,0,0,0,NO,NO,,,다음날 중요한 일이 있을때,수면제에 의존,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
328,22,여성,학생,8,0,0,1,슬립사이클,수면 모니터링,항상 ,수면유도음악 듣기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
329,26,여성,취준생,10,1,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",일상,잘때까지 눈감고 누워있기 ,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
330,24,여성,직장인,10,0,0,0,NO,NO,,,10년이상 수면장애를 겪고 있어 늘...,최근에 수면영양제를 구입했어요ㅠㅠ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
331,25,여성,학생,8,0,0,0,NO,NO,,,시험 기간,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
332,30,여성,직장인,8,0,0,1,오토슬립,수면 모니터링,너무 피곤할때(몸이 안좋을때),"향초 태우기, asmr 틀기",,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,1,0,0,0
333,24,여성,직장인,7,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",생활패턴이 바뀔때(3교대근무),새벽을 샘,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
334,21,남성,기타,6,0,0,0,NO,NO,,,퇴근후 비번,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
335,22,남성,학생,6,0,0,0,NO,NO,,,"시험기간, 지금 공부할 시기",무조건 눈감고 그대로 있어 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
336,24,여성,직장인,7,0,0,0,NO,NO,,,마음이 복잡한 날에,책을 읽거나 asmr을 들으며 잠에 집중한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
337,54,여성,주부,1,0,0,0,NO,NO,,,매일,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
338,19,남성,시험 준비생,7,1,0,0,NO,NO,,,"평상시, 시험 기간","그냥 쉬는시간 등 쪽잠을 자거나, 박카스 등으로 버팀",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
339,22,여성,학생,2,1,0,0,NO,NO,,,오후 11시,유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
340,52,남성,직장인,8,1,0,0,NO,NO,,,골프약속,로또당첨 상상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
341,27,여성,시험 준비생,7,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 수면영상,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
342,25,여성,직장인,3,0,0,0,NO,NO,,,"주말, 오전에 잠을 많이 잔 날",안잔다ㅠ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
343,36,남성,직장인,7,1,0,1,슬립사이클,수면 모니터링,피곤할땨,노력형,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,1,0,0,0
344,27,여성,직장인,3,1,0,1,유튜브,수면 유도,출근전,못함,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20대,0,0,0,1,0
345,19,남성,학생,8,0,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",고민거리가 많은 시기(잡생각이 많아서 잠이 안옴),키보드 asmr,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,1,1,1,0,1
346,23,남성,학생,5,0,0,1,Sleep as Android,"알람, 수면 모니터링, 수면 분석 리포트",요즘이요. 아르바이트 때문에 새벽에 강제기상해야됩다. 이런생활도 벌써 1년째. 정신병 걸릴 것 같아요. 그냥 차라리 군대로 돌아아가고싶네요.,그냥 자는걸 포기하고 다음날 저녁에 잡니다.,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
347,23,여성,학생,9,0,0,0,NO,NO,,,다음 날 중요한 일정 있을때,"오디오북 듣기, 도지 켜놓기, 수면 에센스 쓰기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
348,24,남성,취준생,6,1,1,0,NO,NO,,,"면접 전, 과제 제출 전날",클래식 음악을 틀고 자거나 자기 전 운동을 합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
349,31,남성,직장인,7,1,0,1,필로우,"수면 모니터링, 수면 분석 리포트, 수면 유도",야근후 다음날 일찍 출근해야 할 때,"ASMR, 수면안대 ",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,1,1,1,0
350,31,여성,직장인,7,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",스트레스 받을 때,낮잠 또는 주말에 몰아자기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,1,1,0,0
351,23,여성,학생,8,0,0,0,NO,NO,,,시험기간,잔잔한 노래를 튼다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
352,23,남성,학생,6,0,0,0,NO,NO,,,시험 기간,그냥 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
353,22,여성,시험 준비생,7,0,0,0,NO,NO,,,매 순간...,"유튜브 ASMR, 잠 올때까지 공부 더 하거나 책 읽기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
354,23,여성,직장인,3,1,0,0,NO,NO,,,오전  출근,asmr 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
355,29,남성,직장인,8,1,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 수면 유도",평일,호흡법,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,1,0
356,28,남성,직장인,7,1,0,0,NO,NO,,,평소,뒤척이다 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
357,14,여성,학생,3,0,0,0,NO,NO,,,"시험 기간, 다음 날 약속",이불로 얼굴을 봉인(?)한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
358,30,여성,직장인,3,1,0,1,스노어랩,"코골이, 이갈이 등 녹음",평일,유튜브보기,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,1
359,26,남성,직장인,7,0,0,0,NO,NO,,,전날 잠이 부족했을 때,양세기 백관호화이팅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
360,18,남성,학생,8,0,0,0,NO,NO,,,시험,"쪽잠, 숙면 주파수",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
361,39,남성,직장인,6,0,0,1,스노어랩,"코골이, 이갈이 등 녹음",접대후,숨을계속크거쉼,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,1
362,24,여성,학생,10,1,1,1,오토슬립,수면 모니터링,시험 기간,밤샘,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
363,23,남성,학생,7,0,0,0,NO,NO,,,다음날 일찍부터 일이있어서 일찍자야할 때,그냥 뒤척여요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
364,21,여성,학생,3,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일 밤,유튜브보거나 피아노반주 등,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
365,26,남성,학생,8,0,0,0,NO,NO,,,시험기간,피곤한채로 하루를보낸다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
366,25,남성,학생,7,1,0,0,NO,NO,,,시험기간,잠이 들 때까지 핸드폰을 봐요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
367,14,여성,학생,7,0,0,0,NO,NO,,,"축제, 캠페인 전",노래 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
368,23,여성,시험 준비생,10,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",시험 시간,밤을 새거나 집안일,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
369,23,여성,학생,7,1,0,1,필로우,"수면 모니터링, 수면 분석 리포트","시험기간, 과제가 끝난 후","따뜻한 물 마시기, 샤워하기",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
370,26,남성,학생,6,0,0,1,슬립사이클,"알람, 수면 모니터링",바빠서 규칙적인 수면이 힘들 때,하루 날을 샌다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
371,24,여성,직장인,8,1,0,0,NO,NO,,,마감근무후 오픈일때,잠이들때까지 눈떠있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
372,26,남성,직장인,7,0,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",일요일 밤,명상,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
373,23,남성,학생,8,0,0,0,NO,NO,,,시험기간. 사실 평소,포기한다. 졸려서 쓰러지기 직전까지 폰 보다가 단말마의 비명과 함께 쓰러짐.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
374,22,남성,기타,7,0,0,0,NO,NO,,,피곤한데 잠이 안올땨,따뜻한 우유 마시고 운동해요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
375,24,여성,취준생,8,1,1,1,오토슬립,수면 분석 리포트,중요한 일정 전날,유튜브 재생,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
376,22,여성,학생,6,0,0,1,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기건,백색소음,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,1
377,22,남성,학생,3,1,1,1,오토슬립,수면 분석 리포트,시험기간,책읽기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
378,29,남성,직장인,7,1,0,0,NO,NO,,,몸이 피곤할 때,술 or 수면유도제,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
379,22,여성,학생,7,0,0,0,NO,NO,,,시험기간,일정(시험) 끝나고 몰아서 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
380,25,남성,직장인,3,0,0,0,NO,NO,,,매일 일찍 자고 싶음,그냥 눈 감고 있음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
381,27,남성,직장인,2,1,0,0,NO,NO,,,매일매일...,478호흡법 또는 온몸에 힘을 빼는 방법,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
382,26,남성,직장인,5,1,1,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",늦게 자는 날에 푹 자고 싶어요,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
383,22,여성,학생,7,0,0,0,NO,NO,,,"시험기간, 시험기간 아니더라도 전날 늦게 잤을때",asmr 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
384,22,여성,학생,8,0,0,0,NO,NO,,,"시험 기간, 시험기간 아니더라도 전날 늦게 잤을 때",asmr 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
385,67,남성,직장인,7,0,0,0,NO,NO,,,11시,유투브 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
386,23,남성,학생,8,0,0,0,NO,NO,,,수험공부할때,핸드폰을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
387,26,남성,취준생,9,0,0,0,NO,NO,,,다음날 아침에 일정이 있을때,인방을 틀어놓고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
388,20,여성,학생,6,1,1,0,NO,NO,,,시험 기간,asmr을 듣는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
389,23,여성,학생,6,1,1,1,Sleep as Android,"알람, 수면 모니터링",바쁠 때,올때까지 눈감고있기,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
390,26,여성,시험 준비생,8,1,1,1,미밴드,"알람, 수면 모니터링",주말,카페인 섭취,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20대,1,1,0,0,0
391,26,남성,프리랜서,10,0,0,0,NO,NO,,,일 끝나고 여자친구 만났을때,캡슐수면 카페에 가요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
392,12,여성,학생,7,1,1,0,NO,NO,,,학교가는날,그냥 일어나서 할일을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
393,25,여성,취준생,8,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",시험기간,Asmr듣거나 눈이 피곤해질때까지 핸드폰합니다,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
394,24,남성,학생,9,0,0,1,필로우,"수면 모니터링, 코골이, 이갈이 등 녹음",시험기간,수면유도제,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,1
395,20,여성,학생,9,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험 전 날 / 큰 이벤트 전날,아직 찾지 못함,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
396,19,남성,학생,7,1,1,0,NO,NO,,,시험기간,샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
397,56,남성,프리랜서,10,1,0,0,NO,NO,,,월요일 아침,유튜브 감상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
398,23,여성,학생,7,0,0,0,NO,NO,,,시험기간,커피를 마십니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
399,30,여성,주부,7,0,0,0,NO,NO,,,"일찍 일어나야되는 날,행사있는 날",ASMR틀어놓고 자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
400,29,남성,학생,7,1,0,0,NO,NO,,,평소,독서,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
401,24,남성,학생,7,0,0,0,NO,NO,,,평상시,잠은 잘 자는 듯 하나 개운하지 않음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
402,23,여성,학생,5,0,0,0,NO,NO,,,시험기간,잘잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
403,27,여성,직장인,7,0,0,0,NO,NO,,,운동 후,그냥 눈 감고 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
404,20,여성,학생,7,1,0,0,NO,NO,,,"시험 기간, 제때 자기 (밤에 잠을 잘 못 자서인지 낮잠을 계속 자서 문제인 사람입니다ㅠ)",핸드폰 보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
405,24,남성,학생,8,1,1,0,NO,NO,,,늦게 잔 날,유튜브 수면사운드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
406,25,남성,사업가,8,0,0,0,NO,NO,,,"일하고 힘들때, 항상","유튜브 보다 잠들기,술 등등",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
407,21,여성,학생,3,0,0,0,NO,NO,,,시험기간,"노래를 듣는다, 유튜브를 본다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
408,21,여성,학생,4,1,0,1,Sleepytime,알람,시험기간,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
409,24,남성,학생,8,1,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",매일,술을 마십니다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,1
410,29,남성,사업가,6,1,0,1,필로우,"알람, 수면 모니터링",매일,심호흡,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
411,26,남성,시험 준비생,7,0,0,0,NO,NO,,,"평소, 잠을 잘 못자면 하루종일 멍한 상태에요","낮잠도 잘 못자는 편이라, 별다른 해결법이 없습니다 ㅜ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
412,15,여성,학생,10,0,0,0,NO,NO,,,평소,핸드폰 보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
413,24,남성,학생,10,0,0,1,필로우,"알람, 수면 모니터링, 수면 분석 리포트","낮시간때, 점심식사 이후",일을 하거나 공부를 해서 육체적으로 피곤하게 만듭니다.,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
414,25,남성,학생,4,0,0,0,NO,NO,,,매일 밤,잠에 들때까지 기다린다. (최대 30분),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
415,64,여성,주부,5,0,0,0,NO,NO,,,고민해결이나 너무 피곤할 때,음악을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
416,22,여성,학생,8,1,1,0,NO,NO,,,시험기간이나 할 일이 몰릴 때,고농축 비타민을 먹거나 잠깐씩이라도 쪽잠을 자려고 합니다. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
417,66,여성,주부,6,0,0,0,NO,NO,,,매일,눈감고누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
418,26,여성,학생,7,0,0,0,NO,NO,,,중요한 미팅이나 약속을 앞두고있을때,핸드폰을 보다가 자거나 아예 밤을 샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
419,63,여성,주부,6,0,0,0,NO,NO,,,밤에자꾸깬다,티비보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
420,18,여성,학생,10,0,0,1,스노어랩,"코골이, 이갈이 등 녹음",다음 날 중요한 일이 있을 때,밤을 새운다,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,1
421,22,남성,학생,7,0,0,0,NO,NO,,,주말,눈을 감고 명상하듯 점점 생각을 지웁니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
422,21,여성,학생,8,0,0,0,NO,NO,,,평소 생활할때,"asmr이나 수면유도음악 듣기, 그냥 잠 올 때까지 눈 감고 있기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
423,17,여성,학생,7,0,0,1,오토슬립,수면 모니터링,불면증,계속 눈감고 있기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,1,0,0,0
424,18,여성,학생,9,0,0,0,NO,NO,,,학교가기 전날,폰하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
425,24,여성,학생,7,1,1,0,NO,NO,,,"바쁜일이 끝났을때, 밤새고난 후",따뜻한 물 먹고 휴대폰 보지 않기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
426,52,남성,프리랜서,3,0,0,0,NO,NO,,,고민이 많아 잠이 오지 않을때,"그냥 뒤척이다 잠이 들거나, 스마트폰에서 수면 음악을 들음.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
427,21,여성,학생,4,0,0,0,NO,NO,,,시험 기간,휴대폰 하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
428,25,여성,직장인,8,1,1,0,NO,NO,,,"시험기간, 스트레스 받을때 ",잠들때까지 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
